Line Item Quantity,Line Item Value,Pack Price,Unit Price,LineItemInsurance,Delay,Shipment Mode
11668,35004.0,3.0,0.01,75.47,0,Air_All
1440,16502.4,11.46,0.19,20.41,62,Ground_Sea
11640,34920.0,3.0,0.01,75.29,106,Air_All
11628,34884.0,3.0,0.01,75.21,150,Air_All
17000,121040.0,7.12,0.12,237.24,0,Ground_Sea
42813,96329.25,2.25,0.04,99.03,0,Air_All
9720,14677.2,1.51,0.01,15.09,-30,Air_All
65000,420550.0,6.47,0.22,693.91,59,Ground_Sea
86467,633803.11,7.33,0.12,1366.48,-242,Ground_Sea
1400,3052.0,2.18,0.04,3.59,10,Ground_Sea
2486,85269.8,34.3,0.29,183.84,-205,Air_All
69037,168450.28,2.44,0.04,277.94,0,Ground_Sea
71348,227600.12,3.19,0.11,281.54,89,Ground_Sea
51240,200348.4,3.91,0.13,280.89,-77,Air_All
61059,352921.02,5.78,0.19,691.73,-2,Ground_Sea
2508,18559.2,7.4,0.12,29.69,-59,Air_All
40000,296000.0,7.4,0.12,473.6,0,Air_All
38208,179959.68,4.71,0.16,252.3,0,Air_All
43272,198618.48,4.59,0.15,204.18,-16,Air_All
74469,180214.98,2.42,0.04,252.66,-13,Ground_Sea
30096,247088.16,8.21,0.14,305.65,0,Ground_Sea
11326,22085.7,1.95,0.01,36.44,14,Air_All
96018,223721.94,2.33,0.04,369.14,-23,Ground_Sea
33696,279339.84,8.29,0.14,287.16,0,Air_All
34735,362286.05,10.43,0.35,426.41,116,Air_All
1860,23101.2,12.42,0.41,36.96,0,Air_All
1600,3200.0,2.0,0.07,5.12,0,Air_All
200,608.0,3.04,0.05,0.97,148,Air_All
46163,436240.35,9.45,0.16,697.98,0,Ground_Sea
33516,277847.64,8.29,0.14,285.63,0,Air_All
49425,208573.5,4.22,0.14,344.15,2,Air_All
26663,176242.43,6.61,0.11,181.18,0,Air_All
52240,104480.0,2.0,0.07,167.17,-121,Air_All
64000,99200.0,1.55,0.03,158.72,0,Air_All
59609,357057.91,5.99,0.2,699.83,0,Air_All
18960,358344.0,18.9,0.16,368.38,-13,Ground_Sea
40250,134032.5,3.33,0.11,165.8,0,Ground_Sea
20186,64595.2,3.2,0.05,103.35,0,Air_All
2000,3940.0,1.97,0.01,6.3,0,Air_All
32040,359488.8,11.22,0.19,775.06,-14,Air_All
528,1536.48,2.91,0.05,2.46,119,Air_All
65072,186756.64,2.87,0.05,402.65,-29,Ground_Sea
33022,268468.86,8.13,0.14,332.1,0,Air_All
40800,191760.0,4.7,0.16,237.21,7,Ground_Sea
34769,304576.44,8.76,0.15,656.67,1,Air_All
39360,189321.6,4.81,0.16,234.19,13,Ground_Sea
36000,378000.0,10.5,0.35,388.58,0,Air_All
45000,384750.0,8.55,0.14,634.84,-164,Ground_Sea
80000,304000.0,3.8,0.06,595.84,-6,Air_All
48866,220385.66,4.51,0.15,363.64,0,Ground_Sea
36576,94366.08,2.58,0.04,203.45,0,Ground_Sea
48259,567043.25,11.75,0.39,907.27,-58,Air_All
63785,498798.7,7.82,0.26,1075.41,86,Air_All
30874,344245.1,11.15,0.37,353.88,99,Ground_Sea
27662,94050.8,3.4,0.06,150.48,0,Ground_Sea
38784,271488.0,7.0,0.12,434.38,-6,Air_All
43563,145064.79,3.33,0.11,179.45,5,Air_All
38976,87696.0,2.25,0.04,108.48,0,Air_All
12609,104150.34,8.26,0.14,171.85,21,Air_All
42074,225095.9,5.35,0.18,315.58,0,Air_All
34826,390747.72,11.22,0.19,842.45,-2,Air_All
32190,261704.7,8.13,0.14,323.73,0,Air_All
1860,23101.2,12.42,0.41,36.96,0,Air_All
39892,183503.2,4.6,0.15,226.99,59,Air_All
37240,275576.0,7.4,0.12,440.92,-59,Air_All
70647,156836.34,2.22,0.04,219.88,-237,Ground_Sea
66864,222657.12,3.33,0.11,275.43,-33,Ground_Sea
32002,260816.3,8.15,0.14,322.63,0,Air_All
45671,297774.92,6.52,0.11,350.48,15,Ground_Sea
41514,222515.04,5.36,0.18,311.97,148,Air_All
30000,336600.0,11.22,0.19,725.71,-14,Ground_Sea
43280,287812.0,6.65,0.22,474.89,0,Ground_Sea
69737,168763.54,2.42,0.04,236.61,148,Ground_Sea
41286,220880.1,5.35,0.18,309.67,2,Air_All
75048,557606.64,7.43,0.12,1202.2,0,Air_All
34379,385732.38,11.22,0.19,831.64,-17,Air_All
34138,281979.88,8.26,0.14,289.88,28,Ground_Sea
42938,285537.7,6.65,0.22,471.14,101,Ground_Sea
63200,347600.0,5.5,0.09,357.33,0,Air_All
58423,410713.69,7.03,0.23,885.5,-205,Ground_Sea
1900,9747.0,5.13,0.17,21.01,-19,Air_All
19760,94848.0,4.8,0.08,204.49,-205,Air_All
19922,118336.68,5.94,0.1,139.28,0,Air_All
16515,490165.2,29.68,0.25,687.21,0,Air_All
32112,334928.16,10.43,0.35,394.21,116,Air_All
25680,186693.6,7.27,0.12,230.94,-28,Air_All
39201,88202.25,2.25,0.04,90.67,1,Air_All
45233,316631.0,7.0,0.12,391.67,75,Ground_Sea
39132,88047.0,2.25,0.04,90.51,0,Air_All
4497,138597.54,30.82,0.1,163.13,0,Air_All
10702,22688.24,2.12,0.01,48.92,-146,Ground_Sea
63652,203049.88,3.19,0.11,251.17,119,Ground_Sea
38939,87612.75,2.25,0.04,90.07,1,Air_All
37500,120375.0,3.21,0.11,123.75,-23,Ground_Sea
42000,142800.0,3.4,0.06,228.48,0,Air_All
67098,369039.0,5.5,0.09,456.5,0,Air_All
36100,220571.0,6.11,0.1,475.55,-18,Ground_Sea
45168,414642.24,9.18,0.15,663.43,0,Air_All
1860,23101.2,12.42,0.41,36.96,0,Ground_Sea
34801,95006.73,2.73,0.05,204.83,-113,Air_All
57577,404766.31,7.03,0.23,872.68,-172,Ground_Sea
34650,89397.0,2.58,0.04,192.74,-6,Air_All
29315,167974.95,5.73,0.1,362.15,-64,Air_All
20000,26000.0,1.3,0.01,32.16,40,Ground_Sea
40400,248460.0,6.15,0.1,486.98,0,Air_All
125010,900072.0,7.2,0.12,1440.12,0,Ground_Sea
32850,95265.0,2.9,0.05,205.39,-68,Air_All
3820,55657.4,14.57,0.49,68.85,-110,Air_All
63652,203049.88,3.19,0.11,251.17,89,Ground_Sea
77143,565458.19,7.33,0.12,1219.13,118,Ground_Sea
54684,327557.16,5.99,0.2,642.01,0,Air_All
15321,390685.5,25.5,0.21,547.74,0,Air_All
64000,144640.0,2.26,0.04,178.92,-9,Ground_Sea
10401,15705.51,1.51,0.01,16.15,-18,Air_All
10000,31500.0,3.15,0.01,67.91,-89,Air_All
42500,341700.0,8.04,0.13,479.06,0,Ground_Sea
20201,111913.54,5.54,0.18,156.9,0,Air_All
60000,191400.0,3.19,0.11,196.76,7,Air_All
60000,191400.0,3.19,0.11,196.76,6,Air_All
65500,199120.0,3.04,0.05,318.59,-89,Air_All
61150,195068.5,3.19,0.11,200.53,205,Air_All
10000,92800.0,9.28,0.04,153.12,-236,Ground_Sea
66825,206489.25,3.09,0.05,404.72,175,Air_All
15560,287393.2,18.47,0.15,295.44,-237,Air_All
52483,118611.58,2.26,0.04,146.72,0,Ground_Sea
11000,58850.0,5.35,0.09,97.1,0,Air_All
39554,130528.2,3.3,0.11,134.18,0,Ground_Sea
11760,39984.0,3.4,0.06,63.97,0,Air_All
10603,23962.78,2.26,0.01,39.54,0,Ground_Sea
15826,299111.4,18.9,0.16,370.0,2,Air_All
16500,183975.0,11.15,0.19,360.59,29,Air_All
35364,96190.08,2.72,0.05,158.71,48,Ground_Sea
9690,14631.9,1.51,0.01,15.04,-30,Air_All
40454,137543.6,3.4,0.06,269.59,0,Ground_Sea
10070,19636.5,1.95,0.01,32.4,-1,Ground_Sea
10624,65868.8,6.2,0.03,105.39,0,Air_All
28516,220143.52,7.72,0.13,226.31,17,Ground_Sea
40000,97600.0,2.44,0.04,136.84,105,Air_All
40135,187430.45,4.67,0.16,404.1,98,Air_All
75000,186750.0,2.49,0.04,402.63,207,Ground_Sea
33405,228824.25,6.85,0.11,283.06,59,Air_All
40534,190509.8,4.7,0.16,235.66,-31,Ground_Sea
9630,30334.5,3.15,0.01,65.4,0,Air_All
10000,13000.0,1.3,0.01,13.36,-68,Ground_Sea
54247,424211.54,7.82,0.26,914.6,49,Air_All
22925,110040.0,4.8,0.08,181.57,0,Air_All
10000,21000.0,2.1,0.01,41.16,0,Air_All
43657,180303.41,4.13,0.14,388.73,0,Air_All
61060,251567.2,4.12,0.14,352.7,-142,Ground_Sea
13535,88248.2,6.52,0.11,90.72,167,Ground_Sea
2381,11047.84,4.64,0.15,13.67,32,Ground_Sea
63254,166990.56,2.64,0.04,360.03,88,Air_All
14498,487132.8,33.6,0.28,803.77,0,Air_All
50000,360000.0,7.2,0.12,576.0,0,Ground_Sea
31000,401760.0,12.96,0.43,496.98,18,Ground_Sea
9960,20517.6,2.06,0.01,33.85,148,Ground_Sea
39049,182358.83,4.67,0.16,393.17,131,Air_All
62671,165451.44,2.64,0.04,356.71,88,Air_All
39636,338887.8,8.55,0.14,559.16,1,Ground_Sea
54008,349431.76,6.47,0.22,576.56,0,Ground_Sea
34576,242032.0,7.0,0.12,387.25,-6,Air_All
12485,399520.0,32.0,1.6,470.24,-177,Air_All
9794,19098.3,1.95,0.01,31.51,-14,Air_All
71596,241278.52,3.37,0.06,520.2,-205,Air_All
29107,238677.4,8.2,0.14,245.36,30,Air_All
34595,77838.75,2.25,0.04,96.29,8,Air_All
9400,18988.0,2.02,0.01,31.33,0,Ground_Sea
30598,396550.08,12.96,0.43,490.53,18,Air_All
10000,18000.0,1.8,0.01,29.7,-145,Air_All
40000,350400.0,8.76,0.15,686.78,0,Ground_Sea
26010,273105.0,10.5,0.35,280.75,-119,Ground_Sea
28853,236594.6,8.2,0.14,243.22,30,Air_All
15153,35609.55,2.35,0.04,76.77,0,Air_All
17660,35143.4,1.99,0.03,41.36,-27,Ground_Sea
39096,284227.92,7.27,0.12,351.59,77,Ground_Sea
50000,100000.0,2.0,0.07,160.0,-118,Air_All
13000,136500.0,10.5,0.35,140.32,0,Air_All
28868,323898.96,11.22,0.19,698.33,1,Air_All
30315,340134.3,11.22,0.19,666.66,-33,Ground_Sea
51920,406014.4,7.82,0.26,875.37,14,Air_All
17167,347116.74,20.22,0.17,429.38,-23,Ground_Sea
2106,5138.64,2.44,0.04,10.07,0,Ground_Sea
40319,278604.29,6.91,0.23,600.67,0,Air_All
51828,405294.96,7.82,0.26,873.82,35,Air_All
10233,21693.96,2.12,0.01,46.77,-83,Ground_Sea
60300,186327.0,3.09,0.05,365.2,-148,Air_All
24480,58752.0,2.4,0.04,115.15,0,Air_All
70030,513319.9,7.33,0.12,1106.72,-88,Ground_Sea
40000,240000.0,6.0,0.1,296.88,-119,Air_All
61290,143418.6,2.34,0.04,201.07,0,Air_All
17600,40480.0,2.3,0.04,56.75,-24,Ground_Sea
35955,167190.75,4.65,0.16,171.87,0,Air_All
5964,51350.04,8.61,0.14,100.65,-177,Air_All
12315,332505.0,27.0,1.35,532.01,102,Air_All
17030,574592.2,33.74,0.28,948.08,-11,Ground_Sea
1832,3847.2,2.1,0.01,4.76,205,Ground_Sea
34165,76871.25,2.25,0.04,79.02,0,Air_All
35616,240408.0,6.75,0.11,471.2,0,Air_All
13703,460420.8,33.6,0.28,759.69,0,Ground_Sea
66793,487588.9,7.3,0.12,804.52,205,Ground_Sea
40213,343821.15,8.55,0.14,741.28,-28,Air_All
10500,336000.0,32.0,1.6,415.63,0,Air_All
24556,257838.0,10.5,0.35,318.95,0,Air_All
42660,151443.0,3.55,0.12,187.33,0,Air_All
9187,19292.7,2.1,0.01,30.87,118,Air_All
3672,34333.2,9.35,0.16,54.93,0,Air_All
39360,281424.0,7.15,0.12,394.56,7,Air_All
30415,346731.0,11.4,0.19,679.59,-89,Air_All
29160,306180.0,10.5,0.35,314.75,0,Air_All
28800,74880.0,2.6,0.04,161.44,30,Air_All
28755,74763.0,2.6,0.04,161.19,30,Air_All
24816,201257.76,8.11,0.14,206.89,86,Air_All
24192,254016.0,10.5,0.35,314.22,0,Air_All
28663,74523.8,2.6,0.04,160.67,32,Air_All
70000,272300.0,3.89,0.06,279.92,-49,Air_All
30000,291600.0,9.72,0.32,571.54,0,Air_All
54470,120378.7,2.21,0.04,148.91,-139,Ground_Sea
65599,193517.05,2.95,0.05,271.31,-6,Ground_Sea
75000,182250.0,2.43,0.04,300.71,205,Ground_Sea
28600,78078.0,2.73,0.05,168.34,-113,Air_All
400,6780.0,16.95,0.19,10.85,0,Air_All
10000,270000.0,27.0,1.35,432.0,0,Air_All
60683,456942.99,7.53,0.13,895.61,-10,Ground_Sea
36852,240275.04,6.52,0.11,247.0,147,Ground_Sea
34080,161880.0,4.75,0.16,349.01,0,Air_All
25000,204250.0,8.17,0.09,337.01,205,Ground_Sea
25000,204250.0,8.17,0.09,337.01,0,Ground_Sea
26598,216773.7,8.15,0.14,268.15,0,Air_All
20000,272000.0,13.6,0.15,448.8,-117,Air_All
36760,322017.6,8.76,0.15,631.15,-38,Ground_Sea
3794,116931.08,30.82,0.1,120.21,29,Air_All
16528,173544.0,10.5,0.35,178.4,-14,Air_All
28454,312994.0,11.0,0.37,613.47,-59,Ground_Sea
11500,310500.0,27.0,1.35,496.8,-65,Air_All
29998,247783.48,8.26,0.14,408.84,99,Air_All
37589,268761.35,7.15,0.12,376.8,0,Air_All
10000,270000.0,27.0,1.35,432.0,119,Air_All
10000,270000.0,27.0,1.35,432.0,207,Air_All
29683,86080.7,2.9,0.05,168.72,-43,Ground_Sea
48000,310560.0,6.47,0.22,512.42,0,Ground_Sea
21000,62580.0,2.98,0.1,64.33,0,Air_All
47625,372427.5,7.82,0.26,802.95,10,Air_All
34560,161395.2,4.67,0.16,347.97,98,Air_All
28000,317800.0,11.35,0.19,622.89,0,Air_All
54768,133633.92,2.44,0.08,220.5,43,Ground_Sea
46973,187892.0,4.0,0.07,193.15,-29,Ground_Sea
32426,150780.9,4.65,0.16,186.52,119,Air_All
33439,155491.35,4.65,0.16,159.85,0,Air_All
13130,244743.2,18.64,0.16,251.6,-104,Air_All
8964,242028.0,27.0,1.35,474.37,-67,Air_All
67120,169813.6,2.53,0.04,366.12,-148,Air_All
24917,284053.8,11.4,0.38,292.01,0,Air_All
32400,150660.0,4.65,0.16,186.37,111,Air_All
55560,188904.0,3.4,0.06,302.25,0,Ground_Sea
30,197.1,6.57,0.01,0.39,-61,Air_All
60234,447538.62,7.43,0.12,964.89,0,Air_All
66660,168649.8,2.53,0.04,363.61,-148,Air_All
8474,25422.0,3.0,0.01,54.81,0,Air_All
55710,130361.4,2.34,0.04,182.77,0,Air_All
37258,462744.36,12.42,0.41,740.39,0,Air_All
22752,238896.0,10.5,0.35,245.59,0,Air_All
41922,298484.64,7.12,0.12,585.03,-30,Air_All
35300,309228.0,8.76,0.15,606.09,0,Air_All
32000,264320.0,8.26,0.14,436.13,14,Air_All
25097,205795.4,8.2,0.14,211.56,30,Air_All
35000,327250.0,9.35,0.16,641.41,-89,Air_All
36456,226756.32,6.22,0.21,444.44,0,Air_All
65761,245288.53,3.73,0.06,252.16,-10,Air_All
32760,152334.0,4.65,0.16,156.6,0,Air_All
27588,325538.4,11.8,0.2,638.06,-30,Air_All
57984,135102.72,2.33,0.04,189.41,-54,Ground_Sea
38000,135280.0,3.56,0.12,167.34,0,Ground_Sea
23040,186854.4,8.11,0.14,192.09,86,Air_All
22752,238896.0,10.5,0.35,245.59,-14,Air_All
29506,138678.2,4.7,0.16,171.54,9,Ground_Sea
40900,134152.0,3.28,0.05,289.23,194,Ground_Sea
35820,256113.0,7.15,0.12,359.07,59,Air_All
26400,77088.0,2.92,0.05,166.2,118,Air_All
26369,76997.48,2.92,0.05,166.01,118,Air_All
8500,94775.0,11.15,0.19,185.76,0,Air_All
55000,131450.0,2.39,0.08,283.41,89,Ground_Sea
34858,227274.16,6.52,0.11,267.5,-13,Ground_Sea
2548,33022.08,12.96,0.22,46.3,1,Ground_Sea
50400,197064.0,3.91,0.13,276.28,12,Air_All
12500,513750.0,41.1,0.34,1006.95,0,Air_All
8000,15600.0,1.95,0.01,25.74,-255,Ground_Sea
57494,427180.42,7.43,0.12,921.0,-59,Air_All
4800,15984.0,3.33,0.11,19.77,-17,Ground_Sea
38113,157406.69,4.13,0.14,339.37,57,Ground_Sea
47716,152214.04,3.19,0.11,156.48,0,Air_All
32670,151915.5,4.65,0.16,156.17,0,Air_All
12560,516216.0,41.1,0.34,1011.78,0,Air_All
44717,349686.94,7.82,0.26,753.93,47,Air_All
9325,251775.0,27.0,1.35,493.48,-10,Air_All
8500,18020.0,2.12,0.01,29.73,0,Ground_Sea
9380,253260.0,27.0,1.35,405.22,-52,Air_All
9250,296000.0,32.0,1.6,414.99,0,Air_All
10000,270000.0,27.0,1.35,432.0,-89,Air_All
44295,203757.0,4.6,0.15,439.3,-17,Air_All
25511,303325.79,11.89,0.4,375.21,25,Ground_Sea
10594,286038.0,27.0,1.35,560.63,-56,Air_All
14758,278926.2,18.9,0.16,345.03,-6,Ground_Sea
32000,264320.0,8.26,0.14,436.13,108,Ground_Sea
31875,148856.25,4.67,0.16,320.93,73,Air_All
60,1100.4,18.34,0.61,2.16,29,Air_All
9000,288000.0,32.0,1.6,460.8,0,Air_All
22643,225977.14,9.98,0.11,487.21,59,Ground_Sea
370,684.5,1.85,0.01,0.96,59,Air_All
56000,133280.0,2.38,0.04,287.35,-30,Air_All
3493,14740.46,4.22,0.14,24.32,-95,Air_All
7840,13720.0,1.75,0.01,19.24,0,Ground_Sea
26616,303422.4,11.4,0.19,594.71,-89,Air_All
16820,91332.6,5.43,0.09,112.98,0,Air_All
26550,302670.0,11.4,0.19,593.23,118,Air_All
8000,15600.0,1.95,0.01,25.74,-6,Ground_Sea
9048,244296.0,27.0,1.35,390.87,0,Air_All
21252,223146.0,10.5,0.35,276.03,0,Air_All
15000,19500.0,1.3,0.01,20.05,-29,Ground_Sea
40000,284800.0,7.12,0.12,558.21,0,Air_All
31680,147945.6,4.67,0.16,318.97,131,Air_All
31680,147945.6,4.67,0.16,318.97,110,Air_All
20856,218988.0,10.5,0.35,225.12,0,Air_All
30000,123900.0,4.13,0.14,204.44,0,Air_All
1428,71400.0,50.0,0.28,114.24,0,Air_All
50000,122000.0,2.44,0.08,201.3,205,Ground_Sea
44293,303849.98,6.86,0.23,501.35,-26,Ground_Sea
10000,890000.0,89.0,0.89,1468.5,-30,Air_All
19740,237077.4,12.01,0.4,379.32,0,Air_All
17827,138694.06,7.78,0.13,194.45,-70,Ground_Sea
30080,171155.2,5.69,0.09,369.01,175,Air_All
47925,108310.5,2.26,0.04,133.98,0,Air_All
25000,280500.0,11.22,0.19,604.76,-57,Air_All
20000,154400.0,7.72,0.13,158.72,-23,Air_All
5300,18550.0,3.5,0.12,19.07,0,Air_All
12000,232320.0,19.36,0.16,273.44,-50,Air_All
10270,277290.0,27.0,1.35,443.66,-65,Air_All
20500,228575.0,11.15,0.19,448.01,0,Air_All
34036,196728.08,5.78,0.19,424.15,0,Ground_Sea
22500,277425.0,12.33,0.41,443.88,234,Air_All
34044,158985.48,4.67,0.16,342.77,146,Air_All
2666,15409.48,5.78,0.19,30.2,-28,Air_All
24615,276180.3,11.22,0.19,595.44,-19,Air_All
19200,201600.0,10.5,0.35,207.24,0,Air_All
37059,407649.0,11.0,0.37,798.99,148,Ground_Sea
30107,248683.82,8.26,0.14,536.16,1,Ground_Sea
31760,192783.2,6.07,0.2,238.47,-20,Air_All
29146,135528.9,4.65,0.16,139.32,0,Air_All
33373,121477.72,3.64,0.12,170.31,-6,Air_All
19835,160663.5,8.1,0.13,165.16,0,Air_All
25281,288203.4,11.4,0.19,564.88,0,Air_All
9980,204590.0,20.5,0.17,327.34,0,Air_All
28899,134380.35,4.65,0.16,138.14,0,Air_All
12800,241920.0,18.9,0.16,248.69,36,Ground_Sea
31240,273662.4,8.76,0.15,590.02,0,Ground_Sea
1436,16442.2,11.45,0.19,20.34,0,Air_All
24000,70080.0,2.92,0.05,151.09,118,Air_All
25811,118472.49,4.59,0.15,121.79,0,Air_All
41142,103266.42,2.51,0.04,170.39,-41,Air_All
45525,102886.5,2.26,0.04,127.27,-9,Ground_Sea
22623,56783.73,2.51,0.04,93.69,15,Air_All
32083,144694.33,4.51,0.15,311.96,30,Ground_Sea
35357,150620.82,4.26,0.14,248.52,7,Ground_Sea
34640,122972.0,3.55,0.12,152.12,0,Air_All
32660,188774.8,5.78,0.19,370.0,-27,Ground_Sea
8249,185602.5,22.5,0.75,363.78,0,Air_All
24349,267839.0,11.0,0.18,577.46,175,Air_All
32510,381992.5,11.75,0.39,611.19,-58,Air_All
9500,304000.0,32.0,1.6,312.51,0,Air_All
7150,15015.0,2.1,0.01,21.05,-32,Ground_Sea
21858,184044.36,8.42,0.14,227.66,0,Air_All
50000,170000.0,3.4,0.06,333.2,119,Ground_Sea
45359,83914.15,1.85,0.03,103.8,0,Air_All
38584,60191.04,1.56,0.05,61.88,0,Air_All
30564,267740.64,8.76,0.15,524.77,-41,Air_All
8460,270720.0,32.0,1.6,334.88,0,Air_All
24000,264000.0,11.0,0.18,569.18,0,Air_All
4000,5720.0,1.43,0.01,5.88,-42,Air_All
3480,111360.0,32.0,1.6,178.18,0,Air_All
50000,170000.0,3.4,0.06,333.2,119,Ground_Sea
2997,6773.22,2.26,0.04,8.38,0,Ground_Sea
8460,270720.0,32.0,1.6,334.88,0,Air_All
2273,17615.75,7.75,0.13,28.19,0,Air_All
10680,438948.0,41.1,0.34,860.34,-89,Air_All
13164,266176.08,20.22,0.17,329.26,24,Air_All
9073,22773.23,2.51,0.04,37.58,-13,Ground_Sea
38640,92736.0,2.4,0.04,148.38,0,Air_All
19200,201600.0,10.5,0.35,207.24,0,Air_All
29011,98637.4,3.4,0.06,193.33,0,Ground_Sea
10679,272314.5,25.5,0.21,381.78,5,Air_All
8153,220131.0,27.0,1.35,352.21,-25,Air_All
33978,78149.4,2.3,0.04,109.57,-9,Ground_Sea
29880,232466.4,7.78,0.13,325.92,-42,Air_All
45084,113160.84,2.51,0.04,186.72,63,Air_All
4926,157632.0,32.0,1.6,252.21,0,Air_All
38500,105105.0,2.73,0.05,226.61,0,Air_All
6821,10299.71,1.51,0.01,10.59,-30,Air_All
12240,503064.0,41.1,0.34,804.9,0,Air_All
11800,916860.0,77.7,0.78,1512.82,178,Air_All
20000,219000.0,10.95,0.18,361.35,119,Air_All
45232,110366.08,2.44,0.08,182.1,0,Ground_Sea
29489,314942.52,10.68,0.18,503.91,0,Air_All
5178,461436.41,89.11,0.33,904.42,0,Air_All
23670,269838.0,11.4,0.19,528.88,118,Air_All
32080,76671.2,2.39,0.08,165.3,32,Ground_Sea
12240,503064.0,41.1,0.34,804.9,177,Air_All
8000,256000.0,32.0,1.6,501.76,-148,Air_All
22571,253246.62,11.22,0.19,546.0,-2,Air_All
9000,648000.0,72.0,0.72,1270.08,0,Air_All
22372,65326.24,2.92,0.05,140.84,-89,Air_All
11607,219372.3,18.9,0.16,258.2,-20,Air_All
6200,43524.0,7.02,0.12,61.02,-13,Air_All
38890,304119.8,7.82,0.26,655.68,-148,Air_All
28330,188394.5,6.65,0.22,406.18,0,Ground_Sea
61591,255602.65,4.15,0.07,316.18,-80,Ground_Sea
13040,263668.8,20.22,0.17,326.16,29,Air_All
23322,107747.64,4.62,0.15,110.76,0,Air_All
24672,113984.64,4.62,0.15,117.18,0,Air_All
24096,111323.52,4.62,0.15,114.44,0,Air_All
12713,240275.7,18.9,0.16,247.0,-92,Ground_Sea
54869,127844.77,2.33,0.04,210.94,36,Ground_Sea
1917,13821.57,7.21,0.12,22.81,5,Ground_Sea
29635,195887.35,6.61,0.11,201.37,0,Air_All
8018,256576.0,32.0,1.6,359.72,0,Air_All
35000,249200.0,7.12,0.12,488.43,148,Ground_Sea
8000,216000.0,27.0,1.35,345.6,88,Air_All
42000,60900.0,1.45,0.02,97.44,59,Air_All
41768,92307.28,2.21,0.04,94.89,20,Ground_Sea
3000,6450.0,2.15,0.01,10.32,-42,Air_All
2626,80933.32,30.82,0.1,95.26,-59,Air_All
2625,80902.5,30.82,0.1,95.22,0,Air_All
27681,262969.5,9.5,0.16,420.75,0,Air_All
6032,11762.4,1.95,0.01,14.55,72,Air_All
1161,6431.94,5.54,0.18,9.02,167,Air_All
25000,213750.0,8.55,0.14,460.84,5,Ground_Sea
27439,720273.75,26.25,0.88,1411.74,-89,Air_All
7318,651302.0,89.0,0.89,1074.65,0,Air_All
4875,77463.75,15.89,0.26,127.82,-10,Ground_Sea
19271,192324.58,9.98,0.11,414.65,30,Ground_Sea
6816,68160.0,10.0,0.33,80.22,-89,Air_All
50000,117500.0,2.35,0.04,193.88,0,Air_All
46113,332474.73,7.21,0.12,548.58,-34,Air_All
48671,147959.84,3.04,0.05,236.74,30,Air_All
29426,201568.1,6.85,0.23,395.07,89,Air_All
4000,288000.0,72.0,0.72,460.8,0,Air_All
46001,122362.66,2.66,0.04,263.81,-13,Air_All
17760,177600.0,10.0,0.33,209.04,-92,Air_All
17760,177600.0,10.0,0.33,209.04,-89,Air_All
17760,177600.0,10.0,0.33,209.04,-92,Air_All
7200,230400.0,32.0,1.6,496.74,0,Air_All
4315,9061.5,2.1,0.01,17.76,0,Air_All
26441,59492.25,2.25,0.04,83.41,0,Air_All
40869,92363.94,2.26,0.04,114.25,-38,Ground_Sea
1600,3200.0,2.0,0.07,5.12,0,Air_All
11193,226322.46,20.22,0.17,279.96,-6,Ground_Sea
15840,166320.0,10.5,0.35,170.98,0,Air_All
26940,126618.0,4.7,0.16,156.63,59,Ground_Sea
17760,177600.0,10.0,0.33,209.04,0,Air_All
17760,177600.0,10.0,0.33,209.04,0,Air_All
17760,177600.0,10.0,0.33,209.04,0,Air_All
52379,132518.87,2.53,0.04,285.71,-148,Air_All
19000,78850.0,4.15,0.07,97.54,-22,Air_All
28271,127784.92,4.52,0.15,275.5,14,Ground_Sea
25991,58739.66,2.26,0.04,72.66,-102,Ground_Sea
7719,208413.0,27.0,1.35,333.46,0,Air_All
20000,78200.0,3.91,0.13,109.64,66,Air_All
42768,85536.0,2.0,0.07,136.86,0,Ground_Sea
6000,21300.0,3.55,0.12,21.9,0,Air_All
15400,27720.0,1.8,0.03,32.63,0,Air_All
2166,78322.56,36.16,0.12,168.86,0,Air_All
27440,240374.4,8.76,0.15,471.13,-6,Ground_Sea
7400,236800.0,32.0,1.6,390.72,0,Ground_Sea
21203,68697.72,3.24,0.11,70.62,0,Ground_Sea
38929,87979.54,2.26,0.04,108.83,-85,Ground_Sea
12917,29709.1,2.3,0.04,36.75,-101,Ground_Sea
8000,180000.0,22.5,0.75,222.66,0,Air_All
11310,14703.0,1.3,0.01,18.19,61,Air_All
18880,198240.0,10.5,0.35,203.79,-11,Air_All
40000,92400.0,2.31,0.04,114.3,-95,Ground_Sea
7500,240000.0,32.0,1.6,396.0,0,Air_All
24540,114111.0,4.65,0.16,117.31,0,Air_All
20970,222282.0,10.6,0.18,366.77,0,Air_All
26112,122726.4,4.7,0.16,151.81,10,Ground_Sea
28500,131100.0,4.6,0.15,282.65,-17,Air_All
8485,229095.0,27.0,1.35,449.03,119,Air_All
5100,408000.0,80.0,0.8,799.68,0,Air_All
7500,240000.0,32.0,1.6,396.0,0,Air_All
29440,138368.0,4.7,0.16,142.24,4,Ground_Sea
11640,90210.0,7.75,0.13,144.34,0,Air_All
39132,86481.72,2.21,0.04,88.9,-36,Ground_Sea
1860,23101.2,12.42,0.41,36.96,-87,Air_All
29908,89125.84,2.98,0.1,91.62,-88,Air_All
35199,96093.27,2.73,0.05,207.18,-17,Air_All
2569,79176.58,30.82,0.1,81.39,-145,Air_All
